name,hotel_address,city,latitude,longitude
Hotel Monceau Wagram,7 Rue Rennequin 17th arr 75017 Paris France,Paris,48.8808779,2.2989756
Hotel du Louvre in the Unbound Collection by Hyatt,Place Andr Malraux 1st arr 75001 Paris France,Paris,48.8639788,2.3352615
Hotel Indigo London Tower Hill,142 Minories City of London London EC3N 1LS United Kingdom,London,51.5128032,-0.07586
The Ritz London,150 Piccadilly Westminster Borough London W1J 9BR United Kingdom,London,51.5069446,-0.1415776
Radisson Blu Hotel Amsterdam,Rusland 17 Amsterdam City Center 1012 CK Amsterdam Netherlands,Amsterdam,52.3702469,4.8966743
Novotel London Greenwich,173 185 Greenwich High Rd Greenwich London SE10 8JA United Kingdom,London,51.4778583,-0.0137463
The Wittmore Adults Only,Riudarenes 7 Ciutat Vella 08002 Barcelona Spain,Barcelona,41.380939,2.1796095
Hotel Imperial A Luxury Collection Hotel,K rntner Ring 16 01 Innere Stadt 1015 Vienna Austria,Vienna,48.2012505,16.3731255
Oceania Paris Porte De Versailles,52 Rue Oradour sur Glane 15th arr 75015 Paris France,Paris,48.8303023,2.2842872
Graben Hotel,Dorotheergasse 3 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2078955,16.3701084
Aparthotel Adagio Vienna City,Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2110845,16.3838405
Sydney House Chelsea,9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom,London,51.4910062,-0.1717691
The Principal London,1 8 Russell Square Camden London WC1B 5BE United Kingdom,London,51.5226217,-0.1251602
Royal Passeig de Gracia,Passeig de Gracia 84 Eixample 08008 Barcelona Spain,Barcelona,41.3946775,2.162638
Sir Albert Hotel,Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,Amsterdam,52.3544507,4.8875036
Courthouse Hotel London,19 21 Gt Marlborough St Westminster Borough London W1F 7HL United Kingdom,London,51.5143624,-0.1394483
Andreola Central Hotel,Via Domenico Scarlatti 24 Central Station 20124 Milan Italy,Milan,45.4836517,9.2078581
Golden Tulip Opera de Noailles,9 rue de la Michodi re 2nd arr 75002 Paris France,Paris,48.8696173,2.3346428
Atala Champs Elys es,10 rue Chateaubriand 8th arr 75008 Paris France,Paris,48.8735418,2.302442
Hotel Vilamar ,Vilamari 34 36 Eixample 08015 Barcelona Spain,Barcelona,41.3766732,2.1524478
Hotel Tocq,Via A de Tocqueville 7 D Garibaldi Station 20154 Milan Italy,Milan,45.4828787,9.186346
Hotel Casa Bonay,Gran Via de les Corts Catalanes 700 Eixample 08010 Barcelona Spain,Barcelona,41.3935967,2.1742718
The Ritz Carlton Vienna,Schubertring 5 7 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2022742,16.3762615
Aparthotel Mariano Cubi Barcelona,Mariano Cubi 62 64 Sarri St Gervasi 08006 Barcelona Spain,Barcelona,41.3982129,2.1494179
Petit Palace Barcelona,Roger De Lluria 21 Esq Gran Via 662 Eixample 08037 Barcelona Spain,Barcelona,41.3909816,2.1714938
1K Hotel,13 Boulevard Du Temple 3rd arr 75003 Paris France,Paris,48.8639318,2.3658744
Grand Ferdinand Vienna Your Hotel In The City Center,Schubertring 10 12 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2022415,16.3749336
Hotel Palace GL,Gran Via de les Corts Catalanes 668 Eixample 08010 Barcelona Spain,Barcelona,41.3916258,2.1716378
Catalonia Barcelona Plaza,Plaza Espa a 6 8 Sants Montju c 08014 Barcelona Spain,Barcelona,41.3750293,2.1491172
The Westin Palace,Piazza della Repubblica 20 Central Station 20124 Milan Italy,Milan,45.4790357,9.199028
H tel Saint Marc,36 Rue Saint Marc 2nd arr 75002 Paris France,Paris,48.8708863,2.3382128
Lindner Hotel Am Belvedere,Rennweg 12 03 Landstra e 1030 Vienna Austria,Vienna,48.1955998,16.3826989
H10 Casanova,Gran Via 559 Eixample 08012 Barcelona Spain,Barcelona,41.3842608,2.1609471
Mercure Paris Op ra Faubourg Montmartre,5 Rue de Montyon 9th arr 75009 Paris France,Paris,48.8729639,2.3444899
Eurostars Grand Marina Hotel GL,Moll de Barcelona WTC Ciutat Vella 08039 Barcelona Spain,Barcelona,41.371308,2.181698
Alma Barcelona GL,Mallorca 269 271 Eixample 08008 Barcelona Spain,Barcelona,41.3945074,2.1632659
Canal House,Keizersgracht 148 Amsterdam City Center 1015 CX Amsterdam Netherlands,Amsterdam,52.3763099,4.8862701
Newhotel Roblin,6 rue Chauveau Lagarde 8th arr 75008 Paris France,Paris,48.8714152,2.3239679
La Villa des Ternes,97 avenue des Ternes 17th arr 75017 Paris France,Paris,48.8803479,2.2858242
H tel Elysees Mermoz,30 Rue Jean Mermoz 8th arr 75008 Paris France,Paris,48.8715079,2.3122259
Ashburn Hotel,111 Cromwell Road Kensington and Chelsea London SW7 4DP United Kingdom,London,51.4945522,-0.1861213
H tel Horset Op ra Best Western Premier Collection,18 Rue d Antin 2nd arr 75002 Paris France,Paris,48.8691686,2.3337818
NH Hesperia Barcelona del Mar,Espronceda 6 Sant Mart 08005 Barcelona Spain,Barcelona,41.4014399,2.2100745
JUFA Hotel Wien,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,Vienna,48.1756283,16.4200957
citizenM Tower of London,40 trinity square City of London London EC3N 4DJ United Kingdom,London,51.510237,-0.0764428
Comfort Inn Suites Kings Cross St Pancras,31 33 Argyle Street Camden London WC1H 8EP United Kingdom,London,51.5289499,-0.1232979
DoubleTree by Hilton London Islington,60 Pentonville Road Islington London N1 9LA United Kingdom,London,51.5322508,-0.1095714
H tel Aiglon Esprit de France,232 Boulevard Raspail 14th arr 75014 Paris France,Paris,48.8396623,2.3300582
The Hub Hotel,Via Privata Polonia 10 20157 Milan Italy,Milan,45.5138582,9.1194759
Novotel Paris Centre Tour Eiffel,61 Quai De Grenelle 15th arr 75015 Paris France,Paris,48.8500283,2.2834126
Sina The Gray,Via San Raffaele 6 Milan City Center 20121 Milan Italy,Milan,45.4655368,9.1914986
H tel Regina Op ra Grands Boulevards,11 Bis rue Mazagran 10th arr 75010 Paris France,Paris,48.8708508,2.3515882
Hotel La Lanterne,12 rue de la Montagne Sainte Genevi ve 5th arr 75005 Paris France,Paris,48.8489839,2.348383
Amp re,102 Avenue de Villiers 17th arr 75017 Paris France,Paris,48.8848583,2.2997023
InterContinental London Park Lane,1 Hamilton Place Park Lane Westminster Borough London W1J 7QY United Kingdom,London,51.5038632,-0.1504132
Hotel Die Port van Cleve,Nieuwezijds Voorburgwal 176 180 Amsterdam City Center 1012 SJ Amsterdam Netherlands,Amsterdam,52.3741426,4.8907741
Jumeirah Lowndes Hotel,Lowndes Street Kensington and Chelsea London SW1X 9ES United Kingdom,London,51.4993652,-0.1576613
Thistle Trafalgar Square The Royal Trafalgar,Whitcomb Street Trafalgar Square Westminster Borough London WC2H 7HG United Kingdom,London,51.509133,-0.130189
Ayre Hotel Rosell n,Rossell 390 Eixample 08025 Barcelona Spain,Barcelona,41.4047382,2.1727127
H tel Crayon Rouge by Elegancia,42 rue Croix des Petits Champs 1st arr 75001 Paris France,Paris,48.8644967,2.3405415
Hotel Georgette,36 rue du Grenier Saint Lazare 3rd arr 75003 Paris France,Paris,48.8632723,2.352691
A La Villa Madame,44 Rue Madame 6th arr 75006 Paris France,Paris,48.8488608,2.3315257
Hotel Whistler,36 rue de Saint Quentin 10th arr 75010 Paris France,Paris,48.879314,2.3560185
Hotel Xanadu,26 42 Bond Street Ealing London W5 5AA United Kingdom,London,51.5117907,-0.306071
Villa Montparnasse,2 Rue Boulard 14th arr 75014 Paris France,Paris,48.8349272,2.3295913
Paris Marriott Rive Gauche Hotel,17 Boulevard Saint Jacques 14th arr 75014 Paris France,Paris,48.8315962,2.3399796
Best Western Bretagne Montparnasse,33 rue Raymond Losserand 14th arr 75014 Paris France,Paris,48.8354314,2.321142
Hotel La Spezia Gruppo MiniHotel,Via La Spezia 25 Famagosta 20142 Milan Italy,Milan,45.4408963,9.1728003
Grand Visconti Palace,Viale Isonzo 14 Porta Romana 20135 Milan Italy,Milan,45.4471408,9.2070051
NH Amsterdam Centre,Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands,Amsterdam,52.3630682,4.8794451
Park Hyatt Vienna,Am Hof 2 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2105243,16.3683592
Crowne Plaza Paris R publique,10 Place De La R publique 11th arr 75011 Paris France,Paris,48.8673199,2.3656296
London Marriott Hotel West India Quay,22 Hertsmere Road Tower Hamlets London E14 4ED United Kingdom,London,51.5072713,-0.0211213
Sofitel Vienna Stephansdom,Praterstra e 1 02 Leopoldstadt 1020 Vienna Austria,Vienna,48.212857,16.37986
H tel Paris Bastille Boutet MGallery by Sofitel,22 24 Rue Faidherbe 11th arr 75011 Paris France,Paris,48.8519215,2.3839993
Hilton London Euston,17 18 Upper Woburn Place Camden London WC1H 0HT United Kingdom,London,51.5265189,-0.1303689
Splendid Etoile,1 Avenue Carnot 17th arr 75017 Paris France,Paris,48.874707,2.2936761
The Dylan Amsterdam,Keizersgracht 384 Amsterdam City Center 1016 GB Amsterdam Netherlands,Amsterdam,52.3654686,4.8798713
H tel Mathis Elys es,3 rue de Ponthieu 8th arr 75008 Paris France,Paris,48.8700325,2.3112736
Antares Hotel Rubens,Via Rubens 21 San Siro 20148 Milan Italy,Milan,45.4670579,9.1427822
Hotel De Hallen,Bellamyplein 47 Oud West 1053 AT Amsterdam Netherlands,Amsterdam,52.3677568,4.8682174
Saint James Albany Paris Hotel Spa,202 rue de Rivoli 1st arr 75001 Paris France,Paris,48.8642689,2.3308179
AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,Avenida Diagonal 555 Les Corts 08029 Barcelona Spain,Barcelona,41.3899609,2.135684
Number Sixteen,16 Sumner Place Kensington and Chelsea London SW7 3EG United Kingdom,London,51.4930905,-0.1755022
Das Triest Hotel,Wiedner Hauptstra e 12 04 Wieden 1040 Vienna Austria,Vienna,48.1974036,16.3673003
Ozo Hotel,Karspeldreef 2 Zuidoost 1101 CJ Amsterdam Netherlands,Amsterdam,52.3047669,4.9476868
Ilunion Bel Art,Lepanto 406 Horta Guinard 08025 Barcelona Spain,Barcelona,41.4101934,2.1695574
Knightsbridge Hotel,10 Beaufort Gardens Kensington and Chelsea London SW3 1PT United Kingdom,London,51.4980052,-0.1643238
The Square Milano Duomo,Via Albricci 2 4 Milan City Center 20122 Milan Italy,Milan,45.4608604,9.1890215
DoubleTree by Hilton Hotel London Marble Arch,4 Bryanston St Marble Arch Westminster Borough London W1H 7BY United Kingdom,London,51.514573,-0.15666
Four Points Sheraton Milan Center,Via Gerolamo Cardano 1 Central Station 20124 Milan Italy,Milan,45.4851889,9.198015
The Corner Hotel,Mallorca 178 Eixample 08036 Barcelona Spain,Barcelona,41.3890578,2.1565948
The Abbey Court Notting Hill,20 Pembridge Gardens Kensington and Chelsea London W2 4DU United Kingdom,London,51.5101401,-0.1968951
Amarante Beau Manoir,6 Rue de l Arcade 8th arr 75008 Paris France,Paris,48.870994,2.3235329
H tel des Champs Elys es,2 Rue d Artois 8th arr 75008 Paris France,Paris,48.8722884,2.3090359
Hotel Tour d Auvergne Opera,10 Rue de la Tour d Auvergne 9th arr 75009 Paris France,Paris,48.8789432,2.3448623
The Levante Parliament A Design Hotel,Auerspergstra e 9 08 Josefstadt 1080 Vienna Austria,Vienna,48.2083518,16.354532
Hotel Sanpi Milano,Via Lazzaro Palazzi 18 Central Station 20124 Milan Italy,Milan,45.4777623,9.203169
Gran Hotel Barcino,Jaume I 6 Ciutat Vella 08002 Barcelona Spain,Barcelona,41.3830582,2.1778267
Arthotel ANA Prime,Sch nbrunner Stra e 41 05 Margareten 1050 Vienna Austria,Vienna,48.1925582,16.3576071
The Athenaeum,116 Piccadilly Westminster Borough London W1J 7BJ United Kingdom,London,51.504716,-0.1475618
Mercure Paris Montmartre Sacr Coeur,3 Rue Caulaincourt 18th arr 75018 Paris France,Paris,48.8852794,2.3301021
Villa Opera Drouot,2 rue Geoffroy Marie 9th arr 75009 Paris France,Paris,48.8732231,2.3436097
Montfleuri,21 Avenue De La Grande Arm e 16th arr 75016 Paris France,Paris,48.8747153,2.2906388
Apex Temple Court Hotel,1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,London,51.5137335,-0.1087512
Hotel V Fizeaustraat,Fizeaustraat 2 Oost 1097 SC Amsterdam Netherlands,Amsterdam,52.3451511,4.9252372
Shaftesbury Metropolis London Hyde Park,78 84 Sussex Gardens Westminster Borough London W2 1UH United Kingdom,London,51.5166887,-0.1706147
COMO Metropolitan London,Old Park Lane Westminster Borough London W1K 1LB United Kingdom,London,51.5050355,-0.1500864
Melia Paris Notre Dame,7 Rue De L h tel Colbert 5th arr 75005 Paris France,Paris,48.8515198,2.3486511
TownHouse 33,Via Carlo Goldoni 33 Citt Studi 20129 Milan Italy,Milan,45.4693349,9.2142383
Baglioni Hotel London The Leading Hotels of the World,60 Hyde Park gate Kensington and Chelsea London SW7 5BB United Kingdom,London,51.5017224,-0.1846243
The Kings Head Hotel,214 High Street Acton London London W3 9NX United Kingdom,London,51.5079153,-0.2730145
The Justin James Hotel,43 Worple Road Wimbledon London SW19 4JZ United Kingdom,London,51.4202661,-0.211268
Albus Hotel Amsterdam City Centre,Vijzelstraat 49 Amsterdam City Center 1017 HE Amsterdam Netherlands,Amsterdam,52.365823,4.893243
H tel Moli re,21 rue Moli re 1st arr 75001 Paris France,Paris,48.8655293,2.3360102
Senator Barcelona Spa Hotel,Cardenal Reig 11 Les Corts 08028 Barcelona Spain,Barcelona,41.3777977,2.1135971
H tel du Minist re,31 Rue de Surene 8th arr 75008 Paris France,Paris,48.8712877,2.3191903
Le Pradey,5 Rue Saint Roch 1st arr 75001 Paris France,Paris,48.8645309,2.3315532
Mercure Paris Opera Louvre,95 Rue de Richelieu 2nd arr 75002 Paris France,Paris,48.8710895,2.3393461
Hyatt Regency Paris Etoile,3 Place du G n ral Koenig 17th arr 75017 Paris France,Paris,48.8802782,2.2843852
NH Collection Amsterdam Grand Hotel Krasnapolsky,Dam 9 Amsterdam City Center 1012 JS Amsterdam Netherlands,Amsterdam,52.3727067,4.8943658
Best Western Delphi Hotel,Apollolaan 101 105 Oud Zuid 1077 AN Amsterdam Netherlands,Amsterdam,52.3504558,4.8770194
Le Cinq Codet,5 rue Louis Codet 7th arr 75007 Paris France,Paris,48.8547869,2.3084819
Best Western Premier Hotel Couture,Delflandlaan 15 Slotervaart 1062 EA Amsterdam Netherlands,Amsterdam,52.3511137,4.8411629
London Marriott Hotel Regents Park,128 King Henry s Road Camden London NW3 3ST United Kingdom,London,51.5421476,-0.1703073
Onix Liceo,Nou de la Rambla 36 Ciutat Vella 08001 Barcelona Spain,Barcelona,41.3780229,2.1730782
The Bailey s Hotel London,140 Gloucester Road Kensington and Chelsea London SW7 4QH United Kingdom,London,51.4938733,-0.1824963
Hotel Prinz Eugen,Wiedner G rtel 14 04 Wieden 1040 Vienna Austria,Vienna,48.1877258,16.3781454
Hotel Capricorno,Schwedenplatz 3 4 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2111522,16.3788631
Le Dokhan s a Tribute Portfolio Hotel,117 Rue Lauriston 16th arr 75116 Paris France,Paris,48.8663359,2.2867935
Hilton Vienna Plaza,Schottenring 11 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2155236,16.3646858
Hotel Mademoiselle,7 Rue des Petits H tels 10th arr 75010 Paris France,Paris,48.8772493,2.3543043
Buddha Bar Hotel Paris,4 rue d Anjou 8th arr 75008 Paris France,Paris,48.8694695,2.3208564
Little Palace Hotel,4 rue Salomon de Caus 3rd arr 75003 Paris France,Paris,48.8675674,2.3539896
London Marriott Hotel Marble Arch,134 George Street Westminster Borough London W1H 5DN United Kingdom,London,51.5163841,-0.1635764
NH Collection Barcelona Podium,Bail n 4 6 Eixample 08010 Barcelona Spain,Barcelona,NA,NA
Mercer Hotel Barcelona,Dels Lledo 7 Ciutat Vella 08003 Barcelona Spain,Barcelona,41.3827,2.1791999
Barcelona Hotel Colonial,Via Layetana 3 Ciutat Vella 08003 Barcelona Spain,Barcelona,41.3822909,2.1807447
Palais Hansen Kempinski Vienna,Schottenring 24 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2163149,16.3685103
Hotel Erzherzog Rainer,Wiedner Hauptstr 27 29 04 Wieden 1040 Vienna Austria,Vienna,48.1953229,16.3672882
The Cranley Hotel,10 Bina Gardens South Kensington Kensington and Chelsea London SW5 0LA United Kingdom,London,51.4916378,-0.1832833
Golden Tulip Bercy Gare de Lyon 209,209 211 rue de Charenton 12th arr 75012 Paris France,Paris,48.8393229,2.3892274
H tel Concorde Montparnasse,40 Rue du Commandant Ren Mouchotte 14th arr 75014 Paris France,Paris,48.8381079,2.318669
Club Quarters Hotel Trafalgar Square,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,London,51.506935,-0.126012
Hilton London Olympia,380 Kensington High Street Kensington and Chelsea London W14 8NL United Kingdom,London,51.4967399,-0.2064723
NH Milano Machiavelli,Via Lazzaretto 5 Central Station 20124 Milan Italy,Milan,45.4776167,9.2016244
Melia White House Hotel,Albany Street London NW1 3UP United Kingdom,London,51.5298597,-0.1444623
AZIMUT Hotel Vienna,Sonnwendgasse 8 10 Favoriten 1100 Vienna Austria,Vienna,48.1834787,16.3762765
H tel D Aubusson,33 Rue Dauphine 6th arr 75006 Paris France,Paris,48.8547329,2.3395277
Best Western S vres Montparnasse,153 Rue De Vaugirard 15th arr 75015 Paris France,Paris,48.843707,2.3155631
Holiday Inn London Kensington Forum,97 Cromwell Road Kensington and Chelsea London SW7 4DN United Kingdom,London,51.4942305,-0.1851141
Le Pigalle Hotel,9 rue frochot 9th arr 75009 Paris France,Paris,48.8816073,2.3371648
The Whitechapel,49 53 New Road Tower Hamlets London E1 1HH United Kingdom,London,51.5161286,-0.0624458
DoubleTree by Hilton London Ealing,2 8 Hanger Lane Ealing Common London W5 3HN United Kingdom,London,51.511521,-0.290706
Hotel d Orsay Esprit de France,93 Rue de Lille 7th arr 75007 Paris France,Paris,48.8603599,2.3230778
Camperio House Suites Apartments,Via Camperio 9 Milan City Center 20123 Milan Italy,Milan,45.466598,9.183064
Hotel Astor Saint Honor ,11 Rue d Astorg 8th arr 75008 Paris France,Paris,48.8728324,2.3193886
Hotel Parco di Sch nbrunn Vienna,Ratschkygasse 32 12 Meidling 1120 Vienna Austria,Vienna,48.1776236,16.3243588
Ritz Paris,15 Place Vend me 1st arr 75001 Paris France,Paris,48.8679466,2.3289593
Austria Trend Hotel Rathauspark Wien,Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2133054,16.3567884
Mercure Barcelona Condor,V a Augusta 127 Sarri St Gervasi 08006 Barcelona Spain,Barcelona,41.3999934,2.1452467
The Grand at Trafalgar Square,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,London,51.506935,-0.126012
UNA Hotel Mediterraneo,Via L Muratori 14 Porta Romana 20135 Milan Italy,Milan,45.451873,9.20548
Hidden Hotel by Elegancia,28 Rue de l Arc de Triomphe 17th arr 75017 Paris France,Paris,48.8775326,2.293458
NH Collection Milano President,Largo Augusto 10 Milan City Center 20122 Milan Italy,Milan,45.4630685,9.1979367
Hotel Lombardia,Viale Lombardia 74 76 Citt Studi 20131 Milan Italy,Milan,45.4872511,9.2237385
Hotel Daniel Paris,8 rue Fr d ric Bastiat 8th arr 75008 Paris France,Paris,48.8728492,2.3073663
Novotel Paris Vaugirard Montparnasse,257 Rue De Vaugirard 15th arr 75015 Paris France,Paris,48.8399018,2.3031011
Majestic Hotel Spa,30 Rue La P rouse 16th arr 75016 Paris France,Paris,48.8703672,2.2938868
Rocco Forte Brown s Hotel,33 Albemarle Street Mayfair Westminster Borough London W1S 4BP United Kingdom,London,51.5090558,-0.1421661
Dorset Square Hotel,39 40 Dorset Square Hotel Westminster Borough London NW1 6QN United Kingdom,London,51.5226361,-0.1602871
Mercure London Bloomsbury Hotel,130 134 Southampton Row Camden London WC1B 5AF United Kingdom,London,51.5210085,-0.1230966
Mercure Paris Place d Italie,25 Boulevard Auguste Blanqui 13th arr 75013 Paris France,Paris,48.830196,2.3529539
Austria Trend Hotel Ananas Wien,Sonnenhofgasse 8 10 05 Margareten 1050 Vienna Austria,Vienna,48.1915401,16.3546263
Holiday Inn London Camden Lock,30 Jamestown Road Camden London NW1 7BY United Kingdom,London,51.5404555,-0.1460833
Golden Tulip Amsterdam West,Molenwerf 1 1014 AG Amsterdam Netherlands,Amsterdam,52.385601,4.8470597
Best Western Tour Eiffel Invalides,35 Boulevard de la tour Maubourg 7th arr 75007 Paris France,Paris,48.8593152,2.3104179
H tel Baume,7 rue Casimir Delavigne 6th arr 75006 Paris France,Paris,48.8501522,2.3392782
W12 Rooms,54 Uxbridge Road Shepherds Bush Hammersmith and Fulham London W12 8LP United Kingdom,London,51.5045326,-0.2191174
The Ring Vienna s Casual Luxury Hotel,K rntner Ring 8 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2017091,16.3710205
InterContinental Paris Avenue Marceau,64 Avenue Marceau 8th arr 75008 Paris France,Paris,48.8706373,2.2982095
Mandarin Oriental Barcelona,Passeig de Gr cia 38 40 Eixample 08007 Barcelona Spain,Barcelona,41.391393,2.1668467
Holiday Inn Vienna City,Margaretenstra e 53 05 Margareten 1050 Vienna Austria,Vienna,48.1935593,16.3616098
Mondrian London,20 Upper Ground Southwark London SE1 9PD United Kingdom,London,51.5084036,-0.1067988
Staybridge Suites London Stratford,10b Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,London,51.5426351,-0.0073272
Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,4 rue Cadet 9th arr 75009 Paris France,Paris,48.8742767,2.3426276
Thistle Kensington Gardens,104 Bayswater Rd Westminster Borough London W2 3HL United Kingdom,London,51.5108439,-0.1839074
De Vere Devonport House,King William Walk Greenwich London SE10 9JW United Kingdom,London,51.480672,-0.0071375
Petit Palais Hotel De Charme,Via Molino Delle Armi 1 Angolo Corso Italia Milan City Center 20123 Milan Italy,Milan,45.4559784,9.1871812
Catalonia La Pedrera,C rcega 368 Eixample 08037 Barcelona Spain,Barcelona,41.3986093,2.1625037
Holiday Inn London Stratford City,10a Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,London,51.5426054,-0.0072708
Guitart Grand Passage,Muntaner 212 Eixample 08036 Barcelona Spain,Barcelona,41.3936071,2.1504611
Expo Hotel Barcelona,Mallorca 1 23 Sants Montju c 08014 Barcelona Spain,Barcelona,41.3792053,2.1427989
Fielding Hotel,4 Broad Court Bow Street Covent Garden Westminster Borough London WC2B 5QZ United Kingdom,London,51.5139315,-0.1219893
Alexandra Barcelona A DoubleTree by Hilton,Mallorca 251 Eixample 08008 Barcelona Spain,Barcelona,41.3931918,2.16152
Crowne Plaza Barcelona Fira Center,Avenida Rius y Taulet 1 3 Sants Montju c 08004 Barcelona Spain,Barcelona,41.3725246,2.1540788
Renaissance Amsterdam Hotel,Kattengat 1 Amsterdam City Center 1012 SZ Amsterdam Netherlands,Amsterdam,52.377955,4.894641
H10 Metropolitan 4 Sup,Rambla Catalunya 7 9 Eixample 08007 Barcelona Spain,Barcelona,41.3875467,2.1673975
UNA Hotel Cusani,Via Cusani 13 Milan City Center 20121 Milan Italy,Milan,45.4684251,9.1834161
Hotel Balmes,Mallorca 216 Eixample 08008 Barcelona Spain,Barcelona,41.3910621,2.1593373
Maison Albar H tel Paris Champs Elys es ex Mac Mahon ,3 avenue Mac Mahon 17th arr 75017 Paris France,Paris,48.8753837,2.2944651
H tel de La Tamise Esprit de France,4 rue d Alger 1st arr 75001 Paris France,Paris,48.8648656,2.3295756
Westside Arc de Triomphe Hotel,36 rue Pierre Demours 17th arr 75017 Paris France,Paris,48.8811741,2.2948337
Pullman Paris Centre Bercy,1 Rue De Libourne 12th arr 75012 Paris France,Paris,48.8315204,2.3870797
Copthorne Tara Hotel London Kensington,Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom,London,51.499046,-0.1917073
Hotel Dei Cavalieri,Piazza Giuseppe Missori 1 Milan City Center 20123 Milan Italy,Milan,45.4608547,9.1886179
Grange Tower Bridge Hotel,45 Prescot Street City of London London E1 8GP United Kingdom,London,51.5115509,-0.0714919
H tel Le M,20 bis rue de la Ga t 14th arr 75014 Paris France,Paris,48.8397623,2.3235324
Senator Hotel Vienna,Hernalser Hauptstra e 105 17 Hernals 1170 Vienna Austria,Vienna,48.2195864,16.3255339
Pulitzer Amsterdam,Prinsengracht 315 331 Amsterdam City Center 1016 GZ Amsterdam Netherlands,Amsterdam,52.3728353,4.883326
H tel Mayfair Paris,3 Rue Rouget De Lisle 1st arr 75001 Paris France,Paris,48.8661363,2.3260648
Courtyard by Marriott Amsterdam Arena Atlas,Hoogoorddreef 1 Zuidoost 1101 BA Amsterdam Netherlands,Amsterdam,52.3101182,4.9472918
Hotel Rathaus Wein Design,Lange Gasse 13 08 Josefstadt 1080 Vienna Austria,Vienna,48.2075294,16.3525967
Novotel Wien City,Aspernbr ckengasse 1 02 Leopoldstadt 1020 Vienna Austria,Vienna,48.2134246,16.3831309
Mercure Paris Porte d Orleans,13 Rue Fran ois Ory 92120 Paris France,Paris,48.8178079,2.3293636
The Mandeville Hotel,Mandeville Place Westminster Borough London W1U 2BE United Kingdom,London,51.5165165,-0.1509735
D clic Hotel,17 rue Duhesme 18th arr 75018 Paris France,Paris,48.8908018,2.3380204
Mercure Paris Champs Elys es,51 Rue Lauriston 16th arr 75016 Paris France,Paris,48.8699731,2.2909401
South Place Hotel,3 South Place City of London London EC2M 2AF United Kingdom,London,51.5189182,-0.0866009
Avenida Palace,Gran Via 605 Eixample 08007 Barcelona Spain,Barcelona,41.3891168,2.1671986
The Park City Grand Plaza Kensington Hotel,18 30 Lexham Gardens Kensington and Chelsea London W8 5JE United Kingdom,London,51.4954976,-0.1893691
Hotel Montaigne,6 Avenue Montaigne 8th arr 75008 Paris France,Paris,48.865467,2.3038811
The Exhibitionist Hotel,8 10 Queensberry Place Kensington and Chelsea London SW7 2EA United Kingdom,London,51.4947754,-0.177789
Hotel The Serras,Passeig de Colom 9 Ciutat Vella 08002 Barcelona Spain,Barcelona,41.3801815,2.180688
Portobello House,225 Ladbroke Grove Kensington and Chelsea London W10 6HQ United Kingdom,London,51.5199224,-0.2116636
Palazzo Segreti,Via San Tomaso 8 b Milan City Center 20121 Milan Italy,Milan,45.4672309,9.184154
Hotel Arkadenhof,Viriotgasse 5 09 Alsergrund 1090 Vienna Austria,Vienna,48.2307014,16.3552189
Nottingham Place Hotel,37 Nottingham Place Westminster Borough London W1U 5LT United Kingdom,London,51.522143,-0.153385
Catalonia Ramblas 4 Sup,Pelai 28 Ciutat Vella 08002 Barcelona Spain,Barcelona,41.3856387,2.1668274
Hotel Monge,55 rue Monge 5th arr 75005 Paris France,Paris,48.8447938,2.3524462
NH Sants Barcelona,Numancia 74 Les Corts 08029 Barcelona Spain,Barcelona,41.384591,2.1378107
BoB Hotel by Elegancia,30 rue Pernety 14th arr 75014 Paris France,Paris,48.8335233,2.3191194
Pullman Paris Tour Eiffel,18 Avenue De Suffren Entr e au 22 rue Jean Rey 15th arr 75015 Paris France,Paris,48.8555664,2.2926243
The LaLit London,181 Tooley Street Southwark London SE1 2JR United Kingdom,London,51.5032524,-0.078179
H10 Casa Mimosa 4 Sup,Pau Claris 179 Eixample 08037 Barcelona Spain,Barcelona,41.3962106,2.1621171
Monhotel Lounge SPA,1 3 Rue d Argentine 16th arr 75116 Paris France,Paris,48.8743481,2.2897334
